Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
InuYasha: Secret of the Divine Jewel,2007,Role-Playing,Namco Bandai Games,0.09,0,0,0.01,0.09,46,13,7.6,17,Art,E10+
Myst,2007,Adventure,Midway Games,0.09,0,0,0.01,0.1,43,25,3.5,6,Hoplite Research,E
Surf's Up,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1,61,15,6.1,9,Ubisoft,E10+
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1,72,7,0.6,24,Frontier Developments,E10+
Crazy Taxi: Fare Wars,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64,25,7.1,18,Sega,E10+
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.1,0.17,0,0.1,0.37,52,11,7.6,20,EA Games,E10+
Bladestorm: The Hundred Years' War,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58,23,7.9,28,Omega Force,T
Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15,70,10,7.2,12,Ubisoft Romania,T
7 Wonders of the Ancient World,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13,60,7,8.3,48,Hot Lava Games,E
Cruis'n,2007,Racing,Midway Games,0.1,0.01,0,0.01,0.12,25,7,3.7,18,Midway Studios - San Diego,E
Fantastic Four: Rise of the Silver Surfer,2007,Action,Take-Two Interactive,0.1,0.01,0,0.01,0.11,45,30,5.4,16,Visual Concepts,T
Hour of Victory,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13,37,33,3,40,Nfusion,T
Monster Madness: Battle for Suburbia,2007,Shooter,SouthPeak Games,0.1,0,0,0.01,0.11,55,29,5.2,18,"Artificial Studios, Immersion Software & Graphics",T
The Settlers,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,39,6,5.6,7,Blue Byte,E
TMNT,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,37,7,4.1,12,Ubisoft Montreal,E10+
"Warhammer 40,000: Squad Command",2007,Strategy,THQ,0.11,0.13,0,0.08,0.32,67,25,7.6,26,RedLynx,T
Warriors Orochi,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,55,14,8.2,16,Omega Force,T
Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14,72,24,7.8,12,Ubisoft Romania,T
Bomberman Land,2007,Misc,Rising Star Games,0.11,0.01,0.03,0.01,0.17,57,23,8,10,Racjin,E
Geometry Wars: Galaxies,2007,Shooter,Vivendi Games,0.11,0,0,0.01,0.12,80,55,8.2,26,Kuju Entertainment,E
Godzilla Unleashed: Double Smash,2007,Action,Atari,0.11,0,0,0.01,0.12,28,18,4.9,8,Santa Cruz Games,E
Impossible Mission,2007,Platform,System 3 Arcade Software,0.11,0,0,0.01,0.12,61,8,4.8,6,System 3,E
Marvel Trading Card Game,2007,Misc,Konami Digital Entertainment,0.11,0,0,0.01,0.12,61,17,4.9,7,1st Playable Productions,T
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0.11,0.01,0,0.01,0.12,74,8,7.4,10,Exient Entertainment,E
NHL 2K8,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13,71,43,7.4,16,Kush Games,E10+
Samurai Warriors: Katana,2007,Action,Tecmo Koei,0.11,0,0.04,0.01,0.15,53,30,6.8,6,"Koei, Omega Force",T
Star Trek: Conquest,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,0.12,49,18,4.9,11,4J Studios,E
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0.11,0,0,0.01,0.12,61,12,6.6,13,Amaze Entertainment,T
Ratatouille,2007,Action,THQ,0.11,0.03,0,0,0.14,60,7,5.6,7,Asobo Studio,E
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.12,0.62,0,0.11,0.85,73,22,7.3,25,Crystal Dynamics,T
Sega Rally Revo,2007,Racing,Sega,0.12,0.28,0,0.05,0.45,77,42,7.2,30,SEGA Racing Studio,E
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.12,0.22,0,0.05,0.39,77,33,8.3,39,Crystal Dynamics,T
NASCAR 08,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24,56,9,8.2,9,EA Tiburon,E
Fantastic Four: Rise of the Silver Surfer,2007,Action,Take-Two Interactive,0.12,0.02,0,0.02,0.15,47,26,6.2,10,Visual Concepts,T
NBA Street Homecourt,2007,Sports,Electronic Arts,0.12,0.01,0,0.02,0.15,81,31,6.5,16,EA Canada,E
Bleach: Dark Souls,2007,Fighting,Sega,0.12,0.02,0,0.01,0.15,82,28,7.9,14,Treasure,T
Fatal Inertia,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13,61,30,4.2,19,Koei,E10+
Indianapolis 500 Legends,2007,Racing,Destineer,0.12,0,0,0.01,0.13,47,10,6.7,7,Torus Games,E
NBA 08,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13,63,37,6,4,SCEA San Diego Studios,E
Puzzle de Harvest Moon,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13,41,5,6.3,4,Platinum Egg,E
Scarface: The World is Yours,2007,Action,Vivendi Games,0.12,0.01,0,0.01,0.14,71,23,8.4,29,Radical Entertainment,M
Soldier of Fortune: Payback,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15,50,14,5.4,13,Cauldron Ltd.,M
The Golden Compass,2007,Action,Sega,0.13,0,0,0.39,0.52,46,10,5.2,6,Shiny Entertainment,E10+
WipEout Pulse,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.31,82,40,8.6,31,Studio Liverpool,E10+
Conan,2007,Action,THQ,0.13,0.15,0,0.05,0.34,69,35,7.2,40,Nihilistic,M
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.13,0.1,0,0.03,0.27,61,17,8,28,EA Games,E10+
Stuntman: Ignition,2007,Racing,THQ,0.13,0.1,0,0.03,0.27,71,8,6.4,8,Paradigm Entertainment,T
Cars: Mater-National Championship,2007,Racing,THQ,0.13,0,0,0.01,0.14,58,9,7.8,6,Rainbow Studios,E
Chicken Shoot,2007,Action,Zoo Digital Publishing,0.13,0,0,0.01,0.14,19,4,3.1,7,FrontLine Studios,E10+
College Hoops 2K8,2007,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,82,18,5.2,6,Visual Concepts,E
Cranium Kabookii,2007,Misc,Ubisoft,0.13,0,0,0.01,0.14,64,9,5.4,13,Ubisoft Quebec,E
Geometry Wars: Galaxies,2007,Shooter,Vivendi Games,0.13,0,0,0.01,0.14,79,36,7.9,26,Kuju Entertainment,E
Rayman Raving Rabbids,2007,Misc,Ubisoft,0.13,0.01,0,0.01,0.14,56,13,6.1,8,Ubisoft Bulgaria,E
Spider-Man: Friend or Foe,2007,Action,Activision,0.13,0,0,0.01,0.14,59,29,8,6,Next Level Games,E10+
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.13,0.02,0,0.01,0.16,73,24,2.8,34,Frontier Developments,E10+
Van Helsing,2007,Action,Activision,0.13,0.04,0,0.01,0.18,63,32,7.6,8,Saffire,T
WordJong,2007,Puzzle,White Park Bay Software,0.13,0.01,0,0.01,0.15,77,9,7.7,9,Magellan Interactive,E
The Golden Compass,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,17,4.8,16,Shiny Entertainment,E10+
Jackass the Game,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28,58,24,6.6,14,Sidhe Interactive,M
Syphon Filter: Dark Mirror,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,70,24,7.8,12,Sony Bend,T
Beautiful Katamari,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73,52,7,40,Now Production,E
Dynasty Warriors Gundam,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60,29,6.9,16,"Koei, Omega Force",T
All-Pro Football 2K8,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,73,23,7.3,21,Visual Concepts,E10+
Beowulf: The Game,2007,Action,Ubisoft,0.14,0.01,0,0.01,0.16,51,18,5.2,17,Ubisoft,M
Call of Juarez,2007,Shooter,Ubisoft,0.14,0.02,0,0.01,0.18,71,37,6.9,46,Techland,M
Dewy's Adventure,2007,Platform,Konami Digital Entertainment,0.14,0,0.01,0.01,0.16,67,29,6.3,15,Konami,E
Fuzion Frenzy 2,2007,Misc,Microsoft Game Studios,0.14,0.01,0,0.01,0.17,49,47,5.2,31,Hudson Soft,E10+
Godzilla Unleashed,2007,Fighting,Atari,0.14,0,0,0.01,0.16,44,31,7.2,37,"Pipeworks Software, Inc.",E10+
NBA Live 08,2007,Sports,Electronic Arts,0.14,0,0,0.01,0.16,52,11,7.1,21,EA Canada,E
Planet Puzzle League,2007,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,86,25,8.2,15,Intelligent Systems,E
The Godfather: Blackhand Edition,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.15,77,38,8.5,48,EA Redwood Shores,M
TimeShift,2007,Shooter,Vivendi Games,0.14,0,0,0.01,0.16,70,16,6.3,27,Saber Interactive,M
Pirates of the Caribbean: At World's End,2007,Action,Disney Interactive Studios,0.15,0.17,0,0.1,0.42,61,5,7,11,Eurocom Entertainment Software,T
NASCAR 08,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23,57,21,5,14,EA Tiburon,E
Dynasty Warriors 6,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60,42,7.4,22,Omega Force,T
Dementium: The Ward,2007,Shooter,SouthPeak Games,0.15,0.01,0,0.01,0.17,72,48,7.9,37,Renegade Kid,M
Dynasty Warriors Gundam,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55,34,6.8,20,"Koei, Omega Force",T
The BIGS,2007,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16,77,19,7.2,12,Blue Castle Games,E
DiRT,2007,Racing,Codemasters,0.16,0.66,0,0.23,1.05,83,32,8,32,Codemasters,E
Def Jam Icon,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.42,68,38,4.4,40,EA Chicago,M
NHL 08,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25,86,23,6.9,23,EA Canada,E10+
Bee Movie Game,2007,Action,Activision,0.16,0,0,0.01,0.17,71,25,5.8,13,Beenox,E
College Hoops 2K7,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,81,9,7.1,8,2K Sports,E
College Hoops 2K8,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,81,21,6.9,16,Visual Concepts,E
Conan,2007,Action,THQ,0.16,0.02,0,0.01,0.19,69,49,7.3,67,Nihilistic,M
Luminous Arc,2007,Role-Playing,Rising Star Games,0.16,0,0.06,0.01,0.24,70,25,7,24,"Image Epoch, Imageepoch",T
Mercury Meltdown Revolution,2007,Action,Ignition Entertainment,0.16,0,0,0.01,0.17,77,41,7.4,16,Ignition Entertainment,E
SoulCalibur Legends,2007,Action,Namco Bandai Games,0.16,0.01,0,0.01,0.18,52,35,5.7,24,Namco Bandai Games,T
Spider-Man: Friend or Foe,2007,Action,Activision,0.16,0,0,0.01,0.18,58,7,4.4,9,Artificial Mind and Movement,E10+
Pirates of the Caribbean: At World's End,2007,Action,Disney Interactive Studios,0.17,0.41,0,0.15,0.73,55,24,6.9,19,Eurocom Entertainment Software,T
Stuntman: Ignition,2007,Racing,THQ,0.17,0.26,0,0.1,0.52,76,18,6.2,12,Paradigm Entertainment,T
Clive Barker's Jericho,2007,Shooter,Codemasters,0.17,0.01,0,0.02,0.2,60,34,7.1,52,"Mercury Steam, Alchemic Productions",M
Enchanted Arms,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,64,23,5.9,40,From Software,T
Picross DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,83,33,8.7,36,Jupiter Corporation,E
Warriors Orochi,2007,Action,Tecmo Koei,0.17,0.01,0,0.02,0.2,53,27,7.4,13,Omega Force,T
Disney's Meet the Robinsons,2007,Action,Disney Interactive Studios,0.17,0,0,0.01,0.19,62,11,6.3,4,Buena Vista Games,E10+
Dragon Blade: Wrath of Fire,2007,Action,D3Publisher,0.17,0,0,0.01,0.18,51,19,7.5,17,D3Publisher,T
F.E.A.R.,2007,Shooter,Vivendi Games,0.18,0.26,0,0.1,0.54,72,31,7.4,64,Day 1 Studios,M
Dynasty Warriors 6,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,0.71,59,31,7.3,49,"Koei, Omega Force",T
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.18,0.03,0,0.03,0.24,67,35,6.6,25,EA Games,E10+
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71,10,6.4,5,Juice Games,T
Kingdom Under Fire: Circle of Doom,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55,44,5.9,49,Blueside,M
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.7,65,43,5.9,21,"Eighting, Genius Sonority Inc.",T
Monster Jam,2007,Racing,Activision,0.18,0,0,0.02,0.2,43,9,6.4,5,Torus Games,E
Purr Pals,2007,Simulation,THQ,0.18,0.35,0,0.02,0.55,67,4,6.8,6,Brain Toys,E
Rayman Raving Rabbids,2007,Misc,Ubisoft,0.18,0.01,0,0.02,0.21,67,16,7.3,19,Ubisoft Montpellier,E
Soldier of Fortune: Payback,2007,Shooter,Activision,0.18,0,0,0.02,0.2,50,35,5.6,20,Cauldron Ltd.,M
The Legend of Spyro: The Eternal Night,2007,Platform,Vivendi Games,0.18,0.02,0,0.02,0.21,60,8,6.4,15,Krome Studios,E10+
Vampire Rain,2007,Action,Microsoft Game Studios,0.18,0,0.01,0.01,0.21,38,45,2.9,44,Artoon,M
The BIGS,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27,79,23,8.4,21,Blue Castle Games,E
Donkey Kong Barrel Blast,2007,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,46,34,6.8,26,Paon Corporation,E
Fantastic Four: Rise of the Silver Surfer,2007,Action,Take-Two Interactive,0.19,0.15,0,0.05,0.39,36,7,6.4,17,7 Studios,T
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66,4,6.7,10,Juice Games,T
Looney Tunes: Acme Arsenal,2007,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0,0.05,0.38,38,10,3.9,7,Red Tribe,E10+
Armored Core 4,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31,From Software,T
Dragon Ball Z: Harukanaru Densetsu,2007,Role-Playing,Namco Bandai Games,0.19,0,0,0.02,0.2,57,16,6.2,10,Bec,E
Eternal Sonata,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79,56,7.9,97,Tri-Crescendo,T
Etrian Odyssey,2007,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,75,30,8.5,37,"Lancarse, Atlus",T
Mortal Kombat: Armageddon,2007,Fighting,Midway Games,0.19,0.02,0,0.02,0.23,71,29,8.4,33,JGI Entertainment,M
NCAA March Madness 07,2007,Sports,Electronic Arts,0.19,0,0,0.02,0.21,67,33,7.1,15,EA Canada,E
Viva Pinata: Party Animals,2007,Misc,Microsoft Game Studios,0.19,0.02,0,0.02,0.23,56,42,6.2,18,Krome Studios,E
FIFA Soccer 08,2007,Sports,Electronic Arts,0.2,0.76,0,0.39,1.35,79,7,7.4,15,EA Canada,E
The Darkness,2007,Shooter,Take-Two Interactive,0.2,0.33,0,0.13,0.66,80,35,7.7,107,Starbreeze,M
Star Ocean: First Departure,2007,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,74,32,7.4,28,TOSE,T
Pirates of the Caribbean: At World's End,2007,Action,Disney Interactive Studios,0.2,0.16,0,0.05,0.42,54,10,7,10,Eurocom Entertainment Software,T
Thrillville: Off the Rails,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42,70,11,1.7,30,Frontier Developments,E10+
Folklore,2007,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75,55,8.2,145,"Game Republic, JapanStudio",T
Tom Clancy's Splinter Cell: Double Agent,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26,78,17,6.5,41,Ubisoft Shanghai,M
Dinosaur King,2007,Strategy,Sega,0.2,0,0,0.02,0.22,61,13,8,9,Climax Entertainment,E
Tony Hawk's Proving Ground,2007,Sports,Activision,0.2,0.01,0,0.02,0.23,79,21,6.7,6,Vicarious Visions,E10+
Touch the Dead,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22,56,31,5.6,5,Secret Stash Games,M
Virtua Fighter 5 Online,2007,Fighting,Sega,0.2,0.02,0.03,0.02,0.28,89,36,7.6,62,Sega AM2,T
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.21,0.22,0,0.13,0.57,78,32,8.2,28,Crystal Dynamics,T
Hot Shots Golf: Open Tee 2,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,82,42,8.6,12,Clap Hanz,E
The Legend of Spyro: The Eternal Night,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,54,18,5.4,28,Krome Studios,E10+
Battlestations: Midway,2007,Strategy,Eidos Interactive,0.21,0.02,0,0.02,0.26,73,55,7.1,40,Eidos Interactive,T
Looney Tunes: Acme Arsenal,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23,27,7,5.1,14,Red Tribe,E10+
Ratatouille,2007,Action,THQ,0.22,0.27,0,0.16,0.66,64,7,7.1,7,Locomotive Games,E
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.22,0.37,0,0.14,0.73,79,30,6.6,7,EA Salt Lake,E
Silent Hill: Origins,2007,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,78,40,7.8,107,"Climax Group, Climax Studios",M
Castlevania: The Dracula X Chronicles,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,80,43,7.8,62,Konami,T
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.22,0.34,0,0.07,0.63,68,24,7.6,21,Juice Games,T
Shin Megami Tensei: Persona 3 FES,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,89,25,8.3,296,Atlus Co.,M
Battalion Wars 2,2007,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75,38,7.6,45,Kuju Entertainment,T
Dancing With The Stars,2007,Misc,Activision,0.22,0,0,0.02,0.24,42,5,6.2,5,Zoe Mode,E10+
Final Fantasy Crystal Chronicles: Ring of Fates,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,77,41,7.2,25,Square Enix,E10+
Ghost Rider,2007,Action,Take-Two Interactive,0.22,0,0,0.02,0.24,49,17,5.7,13,Climax Group,T
Mega Man ZX Advent,2007,Platform,Capcom,0.22,0,0.09,0.02,0.33,78,27,8.6,32,Inti Creates,E10+
NHL 08,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25,85,44,8.2,44,EA Canada,E10+
Tony Hawk's Proving Ground,2007,Sports,Activision,0.22,0.01,0,0.02,0.25,57,8,6.2,19,Page 44 Studios,T
Trauma Center: New Blood,2007,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77,43,8,20,Atlus,T
Madden NFL 08,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29,76,6,6,4,EA Tiburon,E
Virtua Tennis 3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,Sega AM3,E
Ben 10: Protector of Earth,2007,Action,D3Publisher,0.23,0.3,0,0.18,0.71,60,4,7.2,23,High Voltage Software,E10+
Odin Sphere,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83,49,8.6,59,Vanilla Ware,T
Major League Baseball 2K7,2007,Sports,Spike,0.23,0,0,0.02,0.25,74,19,4.7,7,Kush Games,E
MLB Power Pros,2007,Sports,Konami Digital Entertainment,0.23,0,0.04,0.02,0.29,83,12,8.4,45,Konami,E
MotoGP '07,2007,Racing,THQ,0.23,0,0,0.02,0.25,78,20,7.3,11,"Climax Group, Climax Studios",E
The Warriors,2007,Action,Take-Two Interactive,0.23,0.01,0,0.02,0.27,81,36,7.8,21,"Rockstar Toronto, Rockstar Leeds",M
The Simpsons Game,2007,Action,Electronic Arts,0.24,0.54,0,0.3,1.07,59,7,6.7,15,"Electronic Arts, Rebellion",T
Stranglehold,2007,Shooter,Midway Games,0.24,0.02,0,0.03,0.3,77,22,7.9,48,Midway,M
All-Pro Football 2K8,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26,75,22,6.8,52,Visual Concepts,E10+
Fish Tycoon,2007,Simulation,Majesco Entertainment,0.24,0,0,0.02,0.26,46,9,7,6,"LDW, Big Fish Games",E
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.24,0.03,0,0.02,0.29,68,38,6.8,20,EA Games,E10+
Prince of Persia: Rival Swords,2007,Action,Ubisoft,0.24,0.02,0,0.02,0.29,70,30,7.7,21,Ubisoft Montreal,T
Medal of Honor: Airborne,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75,16,7.6,39,Electronic Arts,T
Syphon Filter: Logan's Shadow,2007,Shooter,Sony Computer Entertainment,0.25,0.12,0,0.09,0.46,85,41,8.8,47,Sony Bend,T
Stuntman: Ignition,2007,Racing,THQ,0.25,0.31,0,0.07,0.64,75,38,7.3,31,Paradigm Entertainment,T
Manhunt 2,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.53,62,38,7.1,46,Rockstar Toronto,M
The BIGS,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51,71,4,4.8,4,Blue Castle Games,E
Shrek the Third,2007,Action,Activision,0.25,0.01,0,0.02,0.28,57,28,6.7,7,Amaze Entertainment,E10+
Metal Gear Solid: Portable Ops Plus,2007,Action,Konami Digital Entertainment,0.26,0,0.26,0.17,0.69,65,19,7.5,27,Kojima Productions,T
Spider-Man 3,2007,Platform,Activision,0.26,0.29,0.02,0.11,0.67,60,33,7,40,Treyarch,T
Hotel Dusk: Room 215,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,78,57,8.6,102,Cing,T
Final Fantasy XI: Wings of the Goddess,2007,Role-Playing,Square Enix,0.26,0,0.02,0.02,0.3,63,4,5.8,5,Square Enix,T
MLB 07: The Show,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28,82,12,7.2,10,SCEA San Diego Studios,E
NASCAR 08,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29,59,29,5.2,30,EA Tiburon,E
Puzzle Quest: Challenge of the Warlords,2007,Puzzle,D3Publisher,0.26,0,0,0.02,0.29,71,17,6.2,5,Vicious Cycle,E10+
Spider-Man: Friend or Foe,2007,Action,Activision,0.26,0.01,0,0.02,0.29,60,51,6.3,26,Next Level Games,E10+
Surf's Up,2007,Sports,Ubisoft,0.26,0,0,0.02,0.28,56,5,7,4,Ubisoft Quebec,E
300: March to Glory,2007,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0,0.07,0.41,55,31,7.1,14,Collision Studios,M
Manhunt 2,2007,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56,67,22,7.8,53,Rockstar London,M
Fire Emblem: Radiant Dawn,2007,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,78,36,8.7,180,Intelligent Systems,E10+
Crash of the Titans,2007,Action,Vivendi Games,0.27,0.02,0,0.02,0.32,65,25,6.3,39,Radical Entertainment,E10+
The Orange Box,2007,Shooter,Electronic Arts,0.28,0.58,0,0.21,1.06,89,21,8.4,188,EA Games,M
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.28,0.46,0,0.1,0.84,51,15,4.9,19,Visual Impact,E
NCAA March Madness 07,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56,63,9,8.6,7,EA Canada,E
The Golden Compass,2007,Action,Sega,0.28,0.25,0,0.06,0.6,43,7,4.9,8,Artificial Mind and Movement,E10+
Apollo Justice: Ace Attorney,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,Capcom,T
The Eye of Judgment,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.33,75,43,8.2,51,SCEJ,T
Wario: Master of Disguise,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60,35,7.4,19,Suzak,E10+
Clive Barker's Jericho,2007,Shooter,Codemasters,0.28,0.01,0,0.02,0.32,63,46,7.4,70,"Mercury Steam, Alchemic Productions",M
Contra 4,2007,Shooter,Konami Digital Entertainment,0.28,0,0.01,0.02,0.3,83,38,8.4,45,WayForward,T
NBA Live 08,2007,Sports,Electronic Arts,0.28,0,0,0.02,0.31,73,11,6.2,5,EA Canada,E
Puzzle Quest: Challenge of the Warlords,2007,Puzzle,D3Publisher,0.28,0,0.03,0.02,0.34,82,41,8.7,32,1st Playable Productions,E10+
Virtua Fighter 5,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,Sega AM2,T
Blacksite: Area 51,2007,Shooter,Midway Games,0.29,0.22,0,0.06,0.57,62,48,6.1,65,Midway Studios - Austin,T
No More Heroes,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83,64,8.4,259,Grasshopper Manufacture,M
EA Playground,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33,60,8,7.6,13,Piranha Games,E
Naruto: Rise of a Ninja,2007,Action,Ubisoft,0.29,0.01,0,0.03,0.33,78,35,8.6,84,Ubisoft Montreal,T
Pirates of the Caribbean: At World's End,2007,Action,Disney Interactive Studios,0.29,0.02,0,0.03,0.34,58,42,5.3,21,Eurocom Entertainment Software,T
Skate,2007,Sports,Electronic Arts,0.29,0.04,0,0.03,0.37,85,31,8.2,57,EA Black Box,T
SSX Blur,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33,74,52,8.1,60,EA Montreal,E
Fishing Master,2007,Misc,Konami Digital Entertainment,0.29,0,0,0.02,0.31,58,9,8.1,9,Hudson Soft,E
MLB 07: The Show,2007,Sports,Sony Computer Entertainment,0.29,0,0,0.02,0.31,77,30,7.5,17,SCEA San Diego Studios,E
The Sims 2: Castaway,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37,71,17,8,15,EA Redwood Shores,T
The Golden Compass,2007,Action,Sega,0.3,0.12,0,0.04,0.46,41,25,4.1,14,Shiny Entertainment,E10+
Bee Movie Game,2007,Action,Activision,0.3,0.01,0,0.03,0.33,62,16,7.6,7,Smart Bomb Interactive,E
Def Jam Icon,2007,Action,Electronic Arts,0.3,0.01,0,0.03,0.34,69,48,6.3,108,EA Chicago,M
Dragon Quest IV: Chapters of the Chosen,2007,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80,44,7.9,50,ArtePiazza,E10+
TMNT,2007,Action,Ubisoft,0.3,0.03,0,0.03,0.36,60,17,5.9,11,Ubisoft Montreal,E10+
Dance Dance Revolution Universe,2007,Simulation,Konami Digital Entertainment,0.3,0,0,0.02,0.32,74,26,8.8,5,Konami,E10+
Ratatouille,2007,Action,THQ,0.31,0,0,0.53,0.85,65,9,8,11,Asobo Studio,E
